,mrp,ram_space,storage_space,os,storage_type,ram_type,cpu,display_size,touch_screen,warranty
238,40190.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 3 DUAL CORE,15.6,NO,1 Y
239,34990.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 3 DUAL CORE,15.6,NO,1 Y
240,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,2 Y
241,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
242,94990.0,16 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I7,14.0,YES,1 Y
243,69990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
244,59990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
245,66990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,14.0,YES,1 Y
246,196990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
247,38705.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 QUAD CORE,15.6,NO,2 Y
248,104990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I7,13.3,YES,1 Y
249,54900.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,YES,1 Y
250,85990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,15.6,NO,1 Y
251,35590.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 3 DUAL CORE,15.6,NO,2 Y
252,136990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,16.0,NO,1 Y
253,48184.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 DUAL CORE,15.6,NO,1 Y
254,74990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,14.0,NO,1 Y
255,60990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
256,150990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 9 OCTA CORE,15.6,NO,1 Y
257,36990.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,2 Y
258,49990.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 HEXA CORE,14.0,NO,1 Y
259,67990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
260,194990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
261,44990.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 HEXA CORE,15.6,NO,2 Y
262,58000.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,14.0,NO,2 Y
263,29990.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,1 Y
264,114990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 7 OCTA CORE,13.4,YES,1 Y
265,33990.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 3 DUAL CORE,15.6,NO,1 Y
266,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
267,196990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
268,64990.0,16 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 HEXA CORE,15.6,NO,1 Y
269,79990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
270,38705.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 QUAD CORE,15.6,NO,2 Y
271,85990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,15.6,NO,1 Y
272,28990.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,1 Y
273,56990.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 DUAL CORE,15.6,NO,1 Y
274,81990.0,16 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 HEXA CORE,13.3,YES,1 Y
275,129990.0,16 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I7,15.6,NO,2 Y
276,35590.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 3 DUAL CORE,15.6,NO,2 Y
277,150990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 9 OCTA CORE,15.6,NO,1 Y
278,38990.0,8 GB,1 TB,WIN,HDD,DDR4,RYZEN 3 DUAL CORE,15.6,NO,1 Y
279,79990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,15.6,NO,1 Y
280,36990.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,2 Y
281,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,2 Y
282,139990.0,8 GB,512 GB,MAC OS,SSD,UNIFIED,APPLE M2,13.6,NO,1 Y
283,109990.0,16 GB,1 TB,WIN,SSD,DDR5,INTEL CORE I7,17.3,NO,1 Y
284,154990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
285,62990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
286,194990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
287,44990.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 HEXA CORE,15.6,NO,2 Y
288,47990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,1 Y
289,43667.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 3 QUAD CORE,15.6,NO,1 Y
290,135990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 7 OCTA CORE,15.6,NO,1 Y
291,36990.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,2 Y
292,98990.0,16 GB,512 GB,WIN,SSD,DDR5,RYZEN 7 OCTA CORE,15.6,NO,1 Y
293,46990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I7,14.0,NO,1 Y
294,35990.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,1 Y
295,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,2 Y
296,109990.0,16 GB,1 TB,WIN,SSD,DDR5,INTEL CORE I7,17.3,NO,1 Y
297,139990.0,8 GB,512 GB,MAC OS,SSD,UNIFIED,APPLE M2,13.6,NO,1 Y
298,74770.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,14.0,YES,1 Y
299,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
300,40799.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 3 QUAD CORE,14.0,NO,1 Y
301,69490.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
302,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,1 Y
303,38705.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 QUAD CORE,15.6,NO,2 Y
304,99990.0,16 GB,512 GB,WIN,SSD,DDR5,RYZEN 5 HEXA CORE,13.3,YES,1 Y
305,241990.0,16 GB,1 TB,MAC OS,SSD,UNIFIED,APPLE M1 PRO,16.2,NO,1 Y
306,40990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
307,196990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
308,60390.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
309,69990.0,8 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
310,44990.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,1 Y
311,85990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,15.6,NO,1 Y
312,44990.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
313,60390.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
314,69490.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
315,40799.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 3 QUAD CORE,14.0,NO,1 Y
316,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,2 Y
317,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
318,55990.0,16 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 HEXA CORE,15.6,NO,1 Y
319,74990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,14.0,NO,1 Y
320,196990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
321,38705.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 QUAD CORE,15.6,NO,2 Y
322,69990.0,8 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
323,44990.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,1 Y
324,59990.0,8 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
325,222990.0,16 GB,512 GB,MAC OS,SSD,UNIFIED,APPLE M1 PRO,16.2,NO,1 Y
326,85990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,15.6,NO,1 Y
327,35590.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 3 DUAL CORE,15.6,NO,2 Y
328,74770.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,14.0,YES,1 Y
329,109990.0,16 GB,1 TB,WIN,SSD,DDR5,INTEL CORE I7,17.3,NO,1 Y
330,150990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 9 OCTA CORE,15.6,NO,1 Y
331,36990.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,2 Y
332,62990.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 HEXA CORE,15.6,NO,1 Y
333,40990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
334,58499.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,2 Y
335,65990.0,8 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
336,36990.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,2 Y
337,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
338,111990.0,16 GB,512 GB,WIN,SSD,DDR5,INTEL CORE I7,15.6,NO,1 Y
339,68490.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
340,196990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
341,38705.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 QUAD CORE,15.6,NO,2 Y
342,46990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I7,14.0,NO,1 Y
343,83990.0,8 GB,1 TB,WIN,HDD,DDR4,INTEL CORE I5,14.0,NO,6 M
344,54990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
345,14990.0,4 GB,32 GB,CHROME OS,EMMC,DDR4,INTEL CELERON DUAL CORE,11.6,YES,1 Y
346,85990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,15.6,NO,1 Y
347,35590.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 3 DUAL CORE,15.6,NO,2 Y
348,149990.0,8 GB,1 TB,MAC OS,SSD,DDR4,APPLE M1,13.3,NO,1 Y
349,63090.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,14.0,NO,1 Y
350,150990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 9 OCTA CORE,15.6,NO,1 Y
351,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,2 Y
352,200000.0,16 GB,1 TB,WIN,SSD,DDR5,INTEL CORE I7,15.6,NO,2 Y
353,37390.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,1 Y
354,63990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,14.0,YES,1 Y
355,43090.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,1 Y
356,194990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
357,44990.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 HEXA CORE,15.6,NO,2 Y
358,44700.0,4 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,1 Y
359,41150.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,1 Y
360,36990.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,2 Y
361,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,2 Y
362,33990.0,8 GB,256 GB,WIN,SSD,DDR4,RYZEN 3 DUAL CORE,15.6,NO,1 Y
363,190890.0,16 GB,1 TB,WIN,SSD,DDR5,INTEL CORE I7,17.3,NO,2 Y
364,174990.0,16 GB,1 TB,WIN,SSD,DDR5,INTEL CORE I9,13.4,YES,1 Y
365,118990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,16.1,NO,1 Y
366,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
367,196990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
368,63980.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
369,54300.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 HEXA CORE,15.6,NO,1 Y
370,38705.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 QUAD CORE,15.6,NO,2 Y
371,85990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,15.6,NO,1 Y
372,36400.0,8 GB,256 GB,WIN,SSD,DDR4,RYZEN 3 DUAL CORE,15.6,NO,1 Y
373,28590.0,4 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,1 Y
374,69999.0,16 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 HEXA CORE,16.0,NO,1 Y
376,35590.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 3 DUAL CORE,15.6,NO,2 Y
377,150990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 9 OCTA CORE,15.6,NO,1 Y
378,37000.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,15.0,NO,2 Y
379,64990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,13.0,NO,1 Y
380,73490.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,15.6,NO,1 Y
381,194990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
382,42690.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,14.96,NO,1 Y
383,140990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 7 OCTA CORE,15.6,NO,1 Y
384,38990.0,4 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,15.0,NO,1 Y
385,128990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I7,13.5,NO,1 Y
386,54999.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,1 Y
387,36990.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,2 Y
388,60130.0,8 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
389,29490.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL PENTIUM SILVER,14.0,NO,1 Y
390,72490.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,14.0,YES,1 Y
391,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,2 Y
392,73990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,2 Y
393,47130.0,8 GB,1 TB,WIN,HDD,DDR4,INTEL CORE I5,15.6,NO,1 Y
394,55600.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,14.0,NO,1 Y
395,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
396,49690.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 QUAD CORE,14.0,NO,1 Y
397,239990.0,32 GB,1 TB,WIN,SSD,DDR5,INTEL CORE I7,16.0,NO,1 Y
398,73990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,2 Y
399,38705.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 QUAD CORE,15.6,NO,2 Y
400,52490.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 HEXA CORE,14.0,NO,1 Y
401,41990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,1 Y
402,29990.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL PENTIUM QUAD CORE,14.0,NO,1 Y
403,196990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
404,50490.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,14.0,NO,1 Y
405,96490.0,16 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I7,15.6,NO,1 Y
406,37990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,14.0,NO,1 Y
407,85990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,15.6,NO,1 Y
408,74990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,14.0,YES,1 Y
409,51990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
410,36990.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,2 Y
411,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,2 Y
412,71345.0,8 GB,1 TB,WIN,SSD,DDR4,RYZEN 5 HEXA CORE,15.6,NO,1 Y
413,101490.0,16 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I7,15.6,NO,1 Y
414,274990.0,32 GB,1 TB,WIN,SSD,DDR5,INTEL CORE I7,15.6,NO,2 Y
415,199990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
416,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
417,196990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
418,41090.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,1 Y
419,50499.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,2 Y
420,38705.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 QUAD CORE,15.6,NO,2 Y
421,85990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,15.6,NO,1 Y
422,78950.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,16.1,NO,1 Y
423,67990.0,16 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 HEXA CORE,14.0,YES,1 Y
424,187990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 9 OCTA CORE,15.6,NO,1 Y
425,102990.0,16 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I7,14.0,YES,1 Y
426,35590.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 3 DUAL CORE,15.6,NO,2 Y
427,150990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 9 OCTA CORE,15.6,NO,1 Y
428,35990.0,4 GB,256 GB,DOS,SSD,DDR4,INTEL CORE I3,15.6,NO,1 Y
429,52575.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 QUAD CORE,15.6,NO,1 Y
430,73490.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,15.6,NO,1 Y
431,194990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
432,50990.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 QUAD CORE,15.6,NO,1 Y
433,60125.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
434,26490.0,4 GB,256 GB,WIN,SSD,DDR4,INTEL CELERON DUAL CORE,11.6,NO,1 Y
435,80249.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,16.1,NO,1 Y
436,36990.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,2 Y
437,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,2 Y
438,129999.0,8 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
439,76990.0,8 GB,1 TB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,14.0,NO,1 Y
440,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
441,196990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
442,36990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,1 Y
443,107790.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I7,15.6,NO,2 Y
444,75990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,14.0,YES,1 Y
445,95990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,14.0,YES,1 Y
446,38705.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 QUAD CORE,15.6,NO,2 Y
447,85990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,15.6,NO,1 Y
448,61999.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
449,28990.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CELERON DUAL CORE,14.0,NO,1 Y
450,35590.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 3 DUAL CORE,15.6,NO,2 Y
451,150990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 9 OCTA CORE,15.6,NO,1 Y
452,54990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
453,56990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I7,15.6,NO,1 Y
454,45990.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I5,14.0,NO,1 Y
455,38216.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,14.1,NO,1 Y
456,36990.0,8 GB,256 GB,WIN,SSD,DDR4,INTEL CORE I3,14.0,NO,2 Y
457,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,2 Y
458,79990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I7,15.6,NO,2 Y
459,43990.0,4 GB,1 TB,WIN,SSD,DDR4,INTEL CORE I3,15.6,NO,1 Y
460,39990.0,8 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
461,196990.0,16 GB,1 TB,WIN,SSD,DDR5,RYZEN 9 OCTA CORE,15.6,NO,1 Y
462,108250.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,16.1,NO,1 Y
463,28990.0,4 GB,1 TB,WIN,HDD,DDR4,INTEL CORE I3,15.6,NO,1 Y
465,67224.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
466,38705.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 5 QUAD CORE,15.6,NO,2 Y
467,85990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,15.6,NO,1 Y
468,114990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,15.6,NO,1 Y
469,61249.0,4 GB,1 TB,WIN,HDD,DDR4,INTEL CORE I5,14.0,NO,6 M
470,35590.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 3 DUAL CORE,15.6,NO,2 Y
471,150990.0,16 GB,1 TB,WIN,SSD,DDR4,RYZEN 9 OCTA CORE,15.6,NO,1 Y
472,69990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
473,69990.0,8 GB,512 GB,DOS,SSD,DDR4,RYZEN 5 HEXA CORE,14.0,NO,1 Y
474,79990.0,16 GB,512 GB,WIN,SSD,DDR4,INTEL CORE I5,15.6,NO,1 Y
475,37990.0,8 GB,256 GB,WIN,SSD,DDR4,RYZEN 3 DUAL CORE,15.6,NO,1 Y
476,73490.0,8 GB,512 GB,WIN,SSD,DDR4,RYZEN 7 OCTA CORE,15.6,NO,1 Y
